flight_id,flight_date,terminal,aircraft_type,arrival_time,scheduled_turnaround_min,actual_turnaround_min,delay_minutes,departure_time
FL11401,2024-01-15,T1,A320,04:24:00,50,45,0,05:09:00
FL11402,2024-10-12,T1,B737,01:32:00,55,69,14,02:41:00
FL11403,2024-11-29,T1,B787,23:54:00,40,37,0,00:31:00
FL11404,2024-08-03,T2,B787,02:17:00,50,59,9,03:16:00
FL11405,2024-02-04,T3,A320,20:31:00,55,51,0,21:22:00
FL11406,2024-03-09,T3,B737,16:41:00,45,49,4,17:30:00
FL11407,2024-07-30,T3,A320,05:06:00,45,47,2,05:53:00
FL11408,2024-02-15,T3,A320,04:25:00,55,63,8,05:28:00
FL11409,2024-09-04,T1,A320,10:45:00,45,68,23,11:53:00
FL11410,2024-03-25,T3,B737,05:17:00,45,66,21,06:23:00
FL11411,2024-02-17,T1,B737,18:56:00,40,47,7,19:43:00
FL11412,2024-08-18,T2,B787,15:00:00,50,70,20,16:10:00
FL11413,2024-03-07,T2,B737,23:21:00,45,52,7,00:13:00
FL11414,2024-03-29,T2,B737,07:33:00,55,71,16,08:44:00
FL11415,2024-08-06,T3,B737,03:10:00,45,68,23,04:18:00
FL11416,2024-02-21,T3,A321,20:10:00,40,42,2,20:52:00
FL11417,2024-01-22,T1,B787,13:50:00,40,58,18,14:48:00
FL11418,2024-04-08,T3,B737,23:10:00,45,44,0,23:54:00
FL11419,2024-05-10,T2,A320,18:32:00,55,77,22,19:49:00
FL11420,2024-03-28,T3,A321,03:06:00,55,51,0,03:57:00
FL11421,2024-05-15,T1,A321,13:38:00,40,55,15,14:33:00
FL11422,2024-02-08,T2,B787,17:00:00,55,55,0,17:55:00
FL11423,2024-01-18,T2,A321,02:11:00,40,61,21,03:12:00
FL11424,2024-04-14,T1,A321,14:31:00,55,57,2,15:28:00
FL11425,2024-05-25,T2,B787,10:34:00,45,51,6,11:25:00
FL11426,2024-12-01,T1,B737,23:19:00,45,49,4,00:08:00
FL11427,2024-08-11,T1,B787,11:30:00,45,57,12,12:27:00
FL11428,2024-04-26,T3,A320,11:31:00,45,46,1,12:17:00
FL11429,2024-01-01,T2,B737,18:42:00,50,53,3,19:35:00
FL11430,2024-04-26,T3,B737,17:37:00,55,59,4,18:36:00
FL11431,2024-01-26,T3,A321,09:41:00,50,73,23,10:54:00
FL11432,2024-01-12,T1,B737,02:50:00,55,74,19,04:04:00
FL11433,2024-10-20,T1,A321,23:09:00,50,70,20,00:19:00
FL11434,2024-12-06,T3,B737,13:03:00,40,54,14,13:57:00
FL11435,2024-06-17,T1,B787,18:02:00,40,60,20,19:02:00
FL11436,2024-02-22,T2,A321,03:00:00,55,55,0,03:55:00
FL11437,2024-09-25,T2,B787,00:18:00,40,56,16,01:14:00
FL11438,2024-09-04,T3,A321,20:49:00,55,56,1,21:45:00
FL11439,2024-05-07,T2,A321,18:38:00,55,61,6,19:39:00
FL11440,2024-03-16,T3,A321,14:40:00,50,70,20,15:50:00
FL11441,2024-09-25,T2,B737,22:00:00,55,56,1,22:56:00
FL11442,2024-05-25,T1,B737,02:54:00,40,60,20,03:54:00
FL11443,2024-02-17,T2,B787,20:45:00,50,57,7,21:42:00
FL11444,2024-07-17,T1,A320,00:53:00,50,62,12,01:55:00
FL11445,2024-03-11,T3,B787,11:34:00,50,49,0,12:23:00
FL11446,2024-04-01,T2,A320,14:22:00,50,61,11,15:23:00
FL11447,2024-07-27,T1,A321,23:46:00,40,49,9,00:35:00
FL11448,2024-12-07,T1,A320,22:21:00,45,41,0,23:02:00
FL11449,2024-12-04,T3,A320,05:48:00,40,56,16,06:44:00
FL11450,2024-02-17,T3,A321,07:22:00,55,54,0,08:16:00
FL11451,2024-01-29,T2,B787,13:52:00,40,58,18,14:50:00
FL11452,2024-06-24,T2,A321,09:39:00,55,65,10,10:44:00
FL11453,2024-01-19,T2,A321,04:41:00,45,67,22,05:48:00
FL11454,2024-12-20,T1,A320,05:59:00,50,45,0,06:44:00
FL11455,2024-02-16,T3,A321,15:14:00,40,43,3,15:57:00
FL11456,2024-12-10,T2,B787,13:42:00,50,48,0,14:30:00
FL11457,2024-02-29,T2,A320,14:51:00,50,45,0,15:36:00
FL11458,2024-06-24,T1,B787,15:52:00,50,72,22,17:04:00
FL11459,2024-09-11,T2,A321,10:40:00,40,45,5,11:25:00
FL11460,2024-08-16,T1,B787,17:11:00,45,44,0,17:55:00
FL11461,2024-05-26,T1,B787,09:22:00,40,44,4,10:06:00
FL11462,2024-10-24,T3,A321,08:10:00,45,48,3,08:58:00
FL11463,2024-11-28,T1,B737,05:40:00,45,46,1,06:26:00
FL11464,2024-08-26,T3,B787,07:51:00,55,68,13,08:59:00
FL11465,2024-11-27,T1,B737,04:08:00,45,63,18,05:11:00
FL11466,2024-07-06,T3,A321,03:54:00,55,61,6,04:55:00
FL11467,2024-11-19,T1,B737,18:26:00,40,52,12,19:18:00
FL11468,2024-11-30,T2,B737,18:36:00,50,48,0,19:24:00
FL11469,2024-07-27,T3,B737,23:37:00,45,51,6,00:28:00
FL11470,2024-03-15,T3,B737,13:43:00,50,67,17,14:50:00
FL11471,2024-07-01,T1,B787,21:31:00,45,43,0,22:14:00
FL11472,2024-03-27,T2,B787,10:31:00,55,74,19,11:45:00
FL11473,2024-09-27,T2,A320,08:48:00,40,37,0,09:25:00
FL11474,2024-06-28,T3,B737,21:16:00,55,66,11,22:22:00
FL11475,2024-09-01,T2,A321,02:01:00,55,75,20,03:16:00
FL11476,2024-12-11,T2,B787,14:51:00,55,76,21,16:07:00
FL11477,2024-01-07,T1,B737,00:09:00,40,52,12,01:01:00
FL11478,2024-09-25,T2,A321,22:19:00,40,43,3,23:02:00
FL11479,2024-01-13,T2,A320,13:57:00,50,58,8,14:55:00
FL11480,2024-08-13,T2,A321,21:36:00,40,47,7,22:23:00
FL11481,2024-09-22,T2,A321,22:09:00,55,54,0,23:03:00
FL11482,2024-08-29,T1,B737,20:33:00,55,64,9,21:37:00
FL11483,2024-06-28,T1,B787,12:32:00,40,61,21,13:33:00
FL11484,2024-06-28,T2,A321,14:45:00,50,65,15,15:50:00
FL11485,2024-05-05,T1,A321,07:43:00,55,77,22,09:00:00
FL11486,2024-10-09,T3,A320,11:51:00,45,68,23,12:59:00
FL11487,2024-12-21,T1,B787,12:07:00,50,49,0,12:56:00
FL11488,2024-07-08,T1,B787,11:56:00,55,61,6,12:57:00
FL11489,2024-01-16,T1,B787,23:59:00,45,67,22,01:06:00
FL11490,2024-11-10,T3,B787,20:39:00,55,59,4,21:38:00
FL11491,2024-01-21,T3,B787,01:19:00,55,50,0,02:09:00
FL11492,2024-01-16,T3,A320,07:59:00,40,37,0,08:36:00
FL11493,2024-09-25,T1,B787,15:01:00,45,67,22,16:08:00
FL11494,2024-02-02,T3,B787,14:50:00,55,68,13,15:58:00
FL11495,2024-06-30,T3,B737,00:17:00,40,36,0,00:53:00
FL11496,2024-03-09,T1,A320,19:48:00,40,57,17,20:45:00
FL11497,2024-02-21,T2,A320,03:21:00,55,54,0,04:15:00
FL11498,2024-03-05,T1,B787,12:20:00,40,35,0,12:55:00
FL11499,2024-10-26,T1,A321,22:49:00,50,59,9,23:48:00
FL11500,2024-11-30,T1,B737,23:09:00,50,45,0,23:54:00
FL11501,2024-08-15,T2,B737,05:18:00,50,64,14,06:22:00
FL11502,2024-08-09,T1,A321,03:36:00,55,78,23,04:54:00
FL11503,2024-09-28,T1,B787,17:37:00,50,68,18,18:45:00
FL11504,2024-01-18,T2,B787,04:25:00,55,58,3,05:23:00
FL11505,2024-08-05,T1,A320,12:03:00,50,47,0,12:50:00
FL11506,2024-09-29,T1,B787,12:54:00,40,63,23,13:57:00
FL11507,2024-11-03,T1,A320,18:23:00,40,50,10,19:13:00
FL11508,2024-06-21,T2,A320,06:52:00,40,42,2,07:34:00
FL11509,2024-02-25,T1,B737,21:15:00,40,42,2,21:57:00
FL11510,2024-12-14,T2,A321,17:15:00,55,72,17,18:27:00
FL11511,2024-01-09,T2,A321,06:40:00,45,69,24,07:49:00
FL11512,2024-10-09,T3,A320,12:03:00,50,59,9,13:02:00
FL11513,2024-10-19,T1,B737,04:41:00,45,51,6,05:32:00
FL11514,2024-01-22,T1,A321,18:55:00,55,76,21,20:11:00
FL11515,2024-03-12,T3,A320,12:02:00,45,56,11,12:58:00
FL11516,2024-12-20,T3,A320,23:21:00,45,66,21,00:27:00
FL11517,2024-11-23,T1,A321,12:30:00,50,73,23,13:43:00
FL11518,2024-06-20,T1,A321,04:27:00,55,60,5,05:27:00
FL11519,2024-05-02,T3,A321,04:57:00,40,57,17,05:54:00
FL11520,2024-03-31,T1,B737,22:20:00,40,38,0,22:58:00
FL11521,2024-08-11,T1,A320,09:29:00,45,56,11,10:25:00
FL11522,2024-10-18,T1,B787,08:28:00,40,45,5,09:13:00
FL11523,2024-12-19,T3,A321,09:05:00,55,57,2,10:02:00
FL11524,2024-09-08,T3,B737,12:54:00,50,63,13,13:57:00
FL11525,2024-10-24,T2,B737,06:04:00,55,75,20,07:19:00
FL11526,2024-09-12,T2,A321,09:06:00,40,63,23,10:09:00
FL11527,2024-01-13,T1,A321,04:30:00,40,54,14,05:24:00
FL11528,2024-11-30,T1,A321,12:18:00,50,61,11,13:19:00
FL11529,2024-04-27,T2,A321,08:56:00,55,57,2,09:53:00
FL11530,2024-06-26,T2,B737,20:57:00,45,47,2,21:44:00
FL11531,2024-11-03,T2,A321,00:58:00,45,46,1,01:44:00
FL11532,2024-06-09,T1,A320,21:14:00,55,68,13,22:22:00
FL11533,2024-04-04,T1,A320,01:25:00,55,51,0,02:16:00
FL11534,2024-11-09,T2,A321,12:42:00,55,62,7,13:44:00
FL11535,2024-06-16,T3,A321,06:29:00,50,48,0,07:17:00
FL11536,2024-03-27,T2,B737,20:03:00,45,57,12,21:00:00
FL11537,2024-01-03,T3,A320,11:58:00,45,52,7,12:50:00
FL11538,2024-01-16,T3,A320,14:15:00,45,69,24,15:24:00
FL11539,2024-05-09,T1,B737,02:28:00,45,40,0,03:08:00
FL11540,2024-01-23,T3,A321,09:42:00,50,72,22,10:54:00
FL11541,2024-04-07,T3,B787,02:00:00,45,64,19,03:04:00
FL11542,2024-06-06,T2,B737,12:44:00,55,70,15,13:54:00
FL11543,2024-08-26,T2,B737,10:04:00,45,42,0,10:46:00
FL11544,2024-01-10,T3,B787,04:15:00,50,47,0,05:02:00
FL11545,2024-11-16,T2,A320,12:45:00,40,64,24,13:49:00
FL11546,2024-01-22,T2,B737,14:23:00,50,71,21,15:34:00
FL11547,2024-11-03,T2,A320,13:19:00,45,55,10,14:14:00
FL11548,2024-07-02,T2,A320,22:12:00,50,69,19,23:21:00
FL11549,2024-08-04,T3,B737,00:58:00,50,45,0,01:43:00
FL11550,2024-08-01,T3,B737,17:01:00,50,60,10,18:01:00
FL11551,2024-12-01,T3,A321,18:12:00,50,61,11,19:13:00
FL11552,2024-06-06,T3,A320,06:27:00,55,52,0,07:19:00
FL11553,2024-07-28,T3,B737,18:29:00,40,49,9,19:18:00
FL11554,2024-05-12,T1,A320,13:05:00,50,73,23,14:18:00
FL11555,2024-02-22,T2,B737,20:50:00,45,53,8,21:43:00
FL11556,2024-08-16,T1,B737,09:52:00,55,60,5,10:52:00
FL11557,2024-07-01,T3,A321,20:07:00,40,47,7,20:54:00
FL11558,2024-01-23,T2,A321,22:25:00,55,54,0,23:19:00
FL11559,2024-04-15,T3,A321,15:08:00,50,73,23,16:21:00
FL11560,2024-03-31,T1,B737,22:21:00,45,51,6,23:12:00
FL11561,2024-04-28,T3,A321,09:25:00,45,56,11,10:21:00
FL11562,2024-05-17,T2,A320,06:38:00,55,70,15,07:48:00
FL11563,2024-04-29,T3,A320,14:58:00,45,68,23,16:06:00
FL11564,2024-06-09,T3,B737,21:56:00,45,60,15,22:56:00
FL11565,2024-07-26,T2,A321,04:52:00,40,40,0,05:32:00
FL11566,2024-12-14,T1,B787,08:04:00,45,63,18,09:07:00
FL11567,2024-11-13,T1,B737,13:22:00,45,56,11,14:18:00
FL11568,2024-12-03,T2,B787,23:55:00,55,77,22,01:12:00
FL11569,2024-06-03,T2,B737,14:49:00,55,74,19,16:03:00
FL11570,2024-09-19,T1,B787,04:03:00,55,76,21,05:19:00
FL11571,2024-12-21,T2,A320,15:59:00,45,64,19,17:03:00
FL11572,2024-06-03,T1,B787,19:37:00,55,66,11,20:43:00
FL11573,2024-11-25,T3,A321,13:35:00,45,61,16,14:36:00
FL11574,2024-11-08,T1,B787,04:32:00,40,44,4,05:16:00
FL11575,2024-10-12,T2,B787,08:39:00,50,66,16,09:45:00
FL11576,2024-09-15,T3,A320,19:11:00,50,68,18,20:19:00
FL11577,2024-06-05,T2,A321,23:16:00,50,52,2,00:08:00
FL11578,2024-01-14,T1,A321,09:27:00,55,67,12,10:34:00
FL11579,2024-03-17,T3,B787,10:37:00,40,62,22,11:39:00
FL11580,2024-12-04,T1,B737,02:38:00,50,69,19,03:47:00
FL11581,2024-11-30,T3,A321,10:51:00,45,49,4,11:40:00
FL11582,2024-08-07,T2,A321,02:55:00,40,35,0,03:30:00
FL11583,2024-08-19,T1,B737,10:19:00,55,54,0,11:13:00
FL11584,2024-10-20,T3,A320,03:30:00,50,70,20,04:40:00
FL11585,2024-05-21,T3,A320,07:26:00,50,62,12,08:28:00
FL11586,2024-09-07,T3,A320,09:45:00,50,70,20,10:55:00
FL11587,2024-10-22,T1,A321,02:46:00,40,35,0,03:21:00
FL11588,2024-05-19,T2,A321,07:39:00,40,63,23,08:42:00
FL11589,2024-05-21,T2,B737,15:15:00,45,62,17,16:17:00
FL11590,2024-05-08,T3,B737,23:00:00,40,43,3,23:43:00
FL11591,2024-11-19,T2,B737,22:07:00,40,52,12,22:59:00
FL11592,2024-10-31,T1,B787,20:56:00,45,63,18,21:59:00
FL11593,2024-01-18,T2,A320,22:30:00,50,49,0,23:19:00
FL11594,2024-08-30,T2,A321,20:05:00,50,66,16,21:11:00
FL11595,2024-06-12,T1,B737,22:37:00,40,44,4,23:21:00
FL11596,2024-11-15,T1,A321,17:32:00,45,53,8,18:25:00
FL11597,2024-04-05,T2,B787,11:53:00,50,56,6,12:49:00
FL11598,2024-01-28,T2,B737,18:36:00,55,56,1,19:32:00
FL11599,2024-08-17,T2,B737,14:00:00,55,62,7,15:02:00
FL11600,2024-01-25,T3,B787,14:27:00,45,43,0,15:10:00
FL11601,2024-06-23,T1,A320,11:27:00,45,58,13,12:25:00
FL11602,2024-06-09,T3,A320,05:29:00,40,52,12,06:21:00
FL11603,2024-01-30,T3,A321,20:07:00,55,64,9,21:11:00
FL11604,2024-06-13,T3,A321,01:34:00,50,59,9,02:33:00
FL11605,2024-07-26,T3,B737,13:04:00,45,66,21,14:10:00
FL11606,2024-04-11,T2,A320,10:48:00,55,50,0,11:38:00
FL11607,2024-04-15,T1,A321,05:52:00,50,60,10,06:52:00
FL11608,2024-11-25,T2,A320,15:29:00,55,53,0,16:22:00
FL11609,2024-03-09,T1,A321,15:40:00,50,66,16,16:46:00
FL11610,2024-01-08,T3,B787,16:23:00,55,68,13,17:31:00
FL11611,2024-05-02,T1,B787,21:28:00,50,47,0,22:15:00
FL11612,2024-12-18,T1,A321,17:22:00,50,70,20,18:32:00
FL11613,2024-04-10,T1,B787,10:45:00,45,63,18,11:48:00
FL11614,2024-01-01,T1,A320,10:25:00,50,49,0,11:14:00
FL11615,2024-12-16,T2,A321,02:18:00,45,41,0,02:59:00
FL11616,2024-01-07,T3,B787,11:55:00,55,59,4,12:54:00
FL11617,2024-11-13,T2,A321,12:41:00,40,43,3,13:24:00
FL11618,2024-04-20,T3,A320,04:14:00,40,46,6,05:00:00
FL11619,2024-12-08,T2,A320,18:28:00,55,63,8,19:31:00
FL11620,2024-07-04,T2,A321,11:15:00,45,54,9,12:09:00
FL11621,2024-08-03,T2,A321,01:31:00,40,35,0,02:06:00
FL11622,2024-12-08,T1,A320,18:12:00,40,50,10,19:02:00
FL11623,2024-05-02,T1,A321,00:36:00,50,50,0,01:26:00
FL11624,2024-07-19,T1,A321,02:19:00,45,44,0,03:03:00
FL11625,2024-01-08,T1,A321,14:26:00,45,58,13,15:24:00
FL11626,2024-03-04,T2,B737,11:19:00,50,59,9,12:18:00
FL11627,2024-05-15,T2,A320,20:01:00,55,77,22,21:18:00
FL11628,2024-07-04,T3,B737,02:16:00,40,35,0,02:51:00
FL11629,2024-05-06,T1,B737,03:09:00,50,61,11,04:10:00
FL11630,2024-02-18,T1,B737,05:41:00,55,70,15,06:51:00
FL11631,2024-06-14,T1,B787,17:08:00,55,56,1,18:04:00
FL11632,2024-05-06,T1,B737,16:11:00,45,47,2,16:58:00
FL11633,2024-10-28,T1,A321,21:20:00,55,52,0,22:12:00
FL11634,2024-11-16,T1,B737,11:01:00,50,51,1,11:52:00
FL11635,2024-06-25,T2,B787,04:02:00,45,47,2,04:49:00
FL11636,2024-07-21,T1,B787,06:54:00,45,58,13,07:52:00
FL11637,2024-06-05,T1,B737,11:46:00,40,46,6,12:32:00
FL11638,2024-12-11,T2,A320,05:42:00,45,67,22,06:49:00
FL11639,2024-08-06,T3,A321,11:21:00,55,59,4,12:20:00
FL11640,2024-10-11,T2,A321,23:22:00,55,73,18,00:35:00
FL11641,2024-10-15,T1,A320,10:52:00,55,54,0,11:46:00
FL11642,2024-01-28,T2,A321,02:25:00,40,62,22,03:27:00
FL11643,2024-12-16,T1,B787,05:22:00,50,49,0,06:11:00
FL11644,2024-03-23,T2,B787,02:01:00,40,58,18,02:59:00
FL11645,2024-04-21,T3,A321,21:15:00,50,66,16,22:21:00
FL11646,2024-06-02,T1,A320,05:10:00,55,71,16,06:21:00
FL11647,2024-01-29,T2,A321,10:00:00,50,56,6,10:56:00
FL11648,2024-07-31,T2,B737,07:54:00,55,79,24,09:13:00
FL11649,2024-04-11,T2,B787,09:29:00,55,62,7,10:31:00
FL11650,2024-12-25,T1,B787,09:34:00,55,71,16,10:45:00
FL11651,2024-08-01,T2,B737,05:46:00,50,70,20,06:56:00
FL11652,2024-10-30,T1,B787,13:39:00,45,40,0,14:19:00
FL11653,2024-06-03,T1,B737,06:21:00,40,51,11,07:12:00
FL11654,2024-07-18,T3,B787,21:43:00,55,68,13,22:51:00
FL11655,2024-06-16,T3,A320,01:11:00,50,46,0,01:57:00
FL11656,2024-08-25,T2,B787,08:40:00,50,69,19,09:49:00
FL11657,2024-06-07,T1,A321,23:09:00,40,52,12,00:01:00
FL11658,2024-07-11,T2,A321,15:32:00,50,64,14,16:36:00
FL11659,2024-06-15,T1,A321,18:37:00,45,50,5,19:27:00
FL11660,2024-08-13,T1,A321,23:16:00,40,64,24,00:20:00
FL11661,2024-09-07,T2,A320,05:38:00,50,58,8,06:36:00
FL11662,2024-10-06,T1,B787,22:39:00,40,57,17,23:36:00
FL11663,2024-08-08,T2,A321,11:03:00,45,65,20,12:08:00
FL11664,2024-01-23,T1,B787,00:39:00,45,54,9,01:33:00
FL11665,2024-07-07,T2,A320,23:02:00,50,72,22,00:14:00
FL11666,2024-09-28,T2,B737,09:33:00,40,57,17,10:30:00
FL11667,2024-01-27,T3,A320,21:17:00,45,51,6,22:08:00
FL11668,2024-07-28,T3,A321,16:05:00,55,76,21,17:21:00
FL11669,2024-02-04,T1,A320,09:40:00,40,40,0,10:20:00
FL11670,2024-07-16,T2,A321,23:41:00,55,79,24,01:00:00
FL11671,2024-06-22,T2,A320,02:49:00,55,54,0,03:43:00
FL11672,2024-08-05,T2,A321,11:40:00,40,48,8,12:28:00
FL11673,2024-02-25,T2,B737,08:30:00,50,50,0,09:20:00
FL11674,2024-05-31,T2,B737,21:23:00,45,42,0,22:05:00
FL11675,2024-02-07,T1,B787,09:43:00,50,67,17,10:50:00
FL11676,2024-07-16,T3,B787,16:23:00,40,40,0,17:03:00
FL11677,2024-01-09,T2,A320,07:38:00,55,63,8,08:41:00
FL11678,2024-06-26,T2,B737,08:48:00,55,69,14,09:57:00
FL11679,2024-11-20,T2,A321,05:40:00,55,67,12,06:47:00
FL11680,2024-06-24,T1,B737,00:56:00,50,61,11,01:57:00
FL11681,2024-09-17,T3,B737,03:37:00,50,53,3,04:30:00
FL11682,2024-03-24,T3,B737,10:18:00,55,57,2,11:15:00
FL11683,2024-05-18,T2,B737,13:35:00,45,43,0,14:18:00
FL11684,2024-08-29,T1,A321,12:10:00,40,44,4,12:54:00
FL11685,2024-11-11,T3,B737,07:43:00,50,71,21,08:54:00
FL11686,2024-06-03,T3,B737,04:06:00,55,66,11,05:12:00
FL11687,2024-08-08,T1,A320,12:09:00,55,69,14,13:18:00
FL11688,2024-05-14,T3,B787,06:12:00,40,39,0,06:51:00
FL11689,2024-07-06,T1,B787,06:56:00,50,61,11,07:57:00
FL11690,2024-06-26,T3,B787,17:34:00,45,64,19,18:38:00
FL11691,2024-03-07,T1,B787,06:07:00,50,58,8,07:05:00
FL11692,2024-03-09,T2,A321,09:18:00,45,62,17,10:20:00
FL11693,2024-03-17,T3,A320,01:47:00,50,56,6,02:43:00
FL11694,2024-01-12,T3,A320,09:43:00,50,73,23,10:56:00
FL11695,2024-10-09,T3,A320,13:58:00,45,46,1,14:44:00
FL11696,2024-09-02,T1,B737,06:57:00,50,59,9,07:56:00
FL11697,2024-08-24,T3,B737,13:40:00,55,64,9,14:44:00
FL11698,2024-09-08,T3,A320,23:41:00,55,61,6,00:42:00
FL11699,2024-07-25,T1,A321,21:35:00,50,45,0,22:20:00
FL11700,2024-12-06,T3,B787,11:22:00,45,67,22,12:29:00
FL11701,2024-04-17,T3,A321,18:59:00,50,69,19,20:08:00
FL11702,2024-07-27,T1,A320,04:15:00,55,75,20,05:30:00
FL11703,2024-11-06,T1,B787,18:24:00,55,57,2,19:21:00
FL11704,2024-11-03,T1,B787,12:59:00,55,79,24,14:18:00
FL11705,2024-10-19,T3,B787,19:11:00,40,56,16,20:07:00
FL11706,2024-04-22,T2,A321,13:57:00,55,79,24,15:16:00
FL11707,2024-01-15,T1,A320,15:14:00,50,64,14,16:18:00
FL11708,2024-12-05,T3,B737,03:54:00,55,55,0,04:49:00
FL11709,2024-03-23,T2,B787,09:12:00,55,76,21,10:28:00
FL11710,2024-03-05,T2,B787,03:00:00,45,59,14,03:59:00
FL11711,2024-01-03,T1,B787,02:36:00,50,46,0,03:22:00
FL11712,2024-12-26,T1,B787,09:30:00,55,74,19,10:44:00
FL11713,2024-08-23,T1,B787,14:16:00,40,60,20,15:16:00
FL11714,2024-05-08,T1,B737,17:27:00,55,67,12,18:34:00
FL11715,2024-09-03,T1,B787,23:43:00,55,72,17,00:55:00
FL11716,2024-08-22,T3,B787,15:47:00,40,62,22,16:49:00
FL11717,2024-01-30,T3,B737,09:51:00,50,47,0,10:38:00
FL11718,2024-03-11,T1,A321,02:13:00,50,71,21,03:24:00
FL11719,2024-05-27,T3,A320,07:00:00,55,69,14,08:09:00
FL11720,2024-04-02,T1,A321,03:32:00,45,42,0,04:14:00
FL11721,2024-10-09,T1,B787,14:59:00,55,79,24,16:18:00
FL11722,2024-08-04,T2,A321,08:01:00,50,63,13,09:04:00
FL11723,2024-08-25,T1,B737,05:47:00,45,45,0,06:32:00
FL11724,2024-08-14,T2,B787,02:45:00,40,45,5,03:30:00
FL11725,2024-08-06,T3,A321,15:36:00,55,62,7,16:38:00
FL11726,2024-11-14,T1,A320,05:47:00,40,40,0,06:27:00
FL11727,2024-12-02,T2,A321,14:08:00,40,52,12,15:00:00
FL11728,2024-01-31,T2,B787,06:37:00,55,64,9,07:41:00
FL11729,2024-04-23,T3,B787,09:42:00,40,64,24,10:46:00
FL11730,2024-04-11,T2,B787,12:05:00,55,63,8,13:08:00
FL11731,2024-04-02,T1,B737,20:44:00,50,58,8,21:42:00
FL11732,2024-07-25,T1,B787,05:07:00,50,45,0,05:52:00
FL11733,2024-08-16,T2,A321,16:30:00,45,61,16,17:31:00
FL11734,2024-03-11,T1,A320,13:17:00,45,68,23,14:25:00
FL11735,2024-12-07,T1,A321,11:58:00,40,51,11,12:49:00
FL11736,2024-05-15,T2,A320,07:45:00,45,67,22,08:52:00
FL11737,2024-10-10,T3,B787,01:38:00,50,66,16,02:44:00
FL11738,2024-12-03,T3,A320,21:05:00,45,53,8,21:58:00
FL11739,2024-12-16,T1,B737,02:37:00,40,47,7,03:24:00
FL11740,2024-01-17,T2,B737,10:09:00,45,49,4,10:58:00
FL11741,2024-08-02,T1,B737,09:13:00,50,50,0,10:03:00
FL11742,2024-08-31,T1,B737,10:50:00,45,40,0,11:30:00
FL11743,2024-04-04,T2,B737,15:19:00,40,39,0,15:58:00
FL11744,2024-04-30,T3,A320,03:46:00,50,60,10,04:46:00
FL11745,2024-01-06,T1,A320,07:02:00,55,69,14,08:11:00
FL11746,2024-09-24,T3,B787,18:15:00,45,55,10,19:10:00
FL11747,2024-03-27,T1,A320,04:02:00,40,56,16,04:58:00
FL11748,2024-07-07,T2,A320,08:49:00,45,47,2,09:36:00
FL11749,2024-04-12,T2,A321,17:48:00,55,66,11,18:54:00
FL11750,2024-04-13,T3,B787,06:10:00,55,67,12,07:17:00
FL11751,2024-10-17,T1,A320,10:51:00,45,57,12,11:48:00
FL11752,2024-03-07,T2,B787,11:28:00,50,53,3,12:21:00
FL11753,2024-04-15,T1,B737,12:13:00,50,50,0,13:03:00
FL11754,2024-09-04,T1,A320,01:31:00,50,54,4,02:25:00
FL11755,2024-12-13,T3,A321,17:25:00,55,58,3,18:23:00
FL11756,2024-07-25,T1,A321,02:51:00,55,64,9,03:55:00
FL11757,2024-07-23,T1,B737,20:15:00,40,54,14,21:09:00
FL11758,2024-11-14,T3,A321,18:20:00,45,53,8,19:13:00
FL11759,2024-03-23,T2,A321,21:44:00,40,48,8,22:32:00
FL11760,2024-03-22,T1,B737,23:07:00,50,53,3,00:00:00
FL11761,2024-10-13,T1,A320,02:58:00,40,43,3,03:41:00
FL11762,2024-02-06,T2,A321,03:57:00,40,35,0,04:32:00
FL11763,2024-07-31,T3,A321,19:18:00,55,74,19,20:32:00
FL11764,2024-05-12,T2,A320,14:36:00,50,65,15,15:41:00
FL11765,2024-04-24,T1,B737,15:01:00,45,49,4,15:50:00
FL11766,2024-07-29,T1,A321,04:39:00,40,44,4,05:23:00
FL11767,2024-05-11,T3,A321,17:22:00,45,66,21,18:28:00
FL11768,2024-06-02,T3,B737,12:19:00,55,56,1,13:15:00
FL11769,2024-10-20,T2,A321,06:10:00,50,49,0,06:59:00
FL11770,2024-12-31,T3,A320,18:55:00,45,57,12,19:52:00
FL11771,2024-06-30,T2,A321,14:29:00,45,60,15,15:29:00
FL11772,2024-05-26,T2,A321,16:58:00,45,40,0,17:38:00
FL11773,2024-08-09,T1,A321,03:40:00,45,56,11,04:36:00
FL11774,2024-10-08,T2,A320,15:19:00,40,52,12,16:11:00
FL11775,2024-05-06,T2,A320,05:03:00,40,54,14,05:57:00
FL11776,2024-11-03,T3,B787,22:28:00,50,70,20,23:38:00
FL11777,2024-07-21,T3,A321,07:17:00,50,56,6,08:13:00
FL11778,2024-04-27,T1,A320,19:53:00,50,69,19,21:02:00
FL11779,2024-03-01,T1,A321,06:14:00,55,71,16,07:25:00
FL11780,2024-08-18,T1,B737,06:20:00,40,61,21,07:21:00
FL11781,2024-05-29,T2,B737,16:25:00,55,58,3,17:23:00
FL11782,2024-05-24,T3,A321,00:13:00,40,55,15,01:08:00
FL11783,2024-04-20,T2,B737,12:22:00,55,58,3,13:20:00
FL11784,2024-06-15,T1,A320,11:08:00,40,51,11,11:59:00
FL11785,2024-07-07,T3,A321,08:19:00,45,52,7,09:11:00
FL11786,2024-02-18,T2,A321,23:34:00,40,51,11,00:25:00
FL11787,2024-04-16,T3,A321,09:24:00,40,56,16,10:20:00
